quiz_id,user_id,score,guessed_words,ended_at,created_at,id
a2867a06-52cf-4d38-b4fb-687de99145af,2,0,[],1773618356584,1773618355640,118
09a4b28e-1a01-4cc4-9c0f-984c35179ea9,2,0,[],1773618355603,1773618354064,117
5d504405-ea8e-41b9-a007-0b6f17c7f08b,2,0,[],1773618354025,1773618352911,116
29dba124-7a7b-4bd9-b63c-17e037395c98,2,0,[],1773618352872,1773618350367,115
1280ed20-2028-4c01-a6f3-0937a817adcd,2,0,[],1773618350328,1773618349372,114
aacb0878-720a-4780-9606-aed58b729b2e,2,0,[],1773618349329,1773618348389,113
c949ebe3-4236-4232-8b7f-6aaa404dde43,2,0,[],1773618348348,1773618347341,112
2420e6e0-5e2f-4dab-998c-a50b382c89cf,2,0,[],1773618347299,1773618346357,111
5d504405-ea8e-41b9-a007-0b6f17c7f08b,2,0,[],1773618346317,1773618345542,110
7ca06908-1bd4-4410-a6de-6fa6cbbc8864,2,0,[],1773618345503,1773618344460,109
2420e6e0-5e2f-4dab-998c-a50b382c89cf,2,0,[],1773618344421,1773618343061,108
5c254d36-a41b-4e9d-aa20-e314bb93afb2,2,0,[],1773618343027,1773618342294,107
7d9789bc-7db3-4358-b351-3b3bfb144a94,2,0,[],1773618342255,1773618341284,106
1280ed20-2028-4c01-a6f3-0937a817adcd,2,0,[],1773618341243,1773618340236,105
35af395e-5574-4255-bc95-b52fddd32556,2,0,[],1773618340195,1773618339397,104
a82dddae-3233-4e1e-852b-39f835cc9f29,2,0,[],1773618339360,1773618338730,103
96a3dab8-d132-4da3-a76a-1ac6f2459208,2,0,[],1773618338694,1773618337846,102
84ea66c3-2e33-48e2-9a8b-3fbbaebf7dcc,2,0,[],1773618337813,1773618336850,101
5c254d36-a41b-4e9d-aa20-e314bb93afb2,2,0,[],1773618336815,1773618336485,100
96a3dab8-d132-4da3-a76a-1ac6f2459208,2,0,[],1773618335002,1773618334255,99
f71464ff-4f28-4ff0-a124-8048ce77f6c7,2,0,[],1773618334219,1773618333376,98
c949ebe3-4236-4232-8b7f-6aaa404dde43,2,0,[],1773618333338,1773618331412,97
96a3dab8-d132-4da3-a76a-1ac6f2459208,2,0,[],1773618330783,1773618329766,96
1280ed20-2028-4c01-a6f3-0937a817adcd,2,0,[],1773618329728,1773618328906,95
5c0112cf-03bd-417d-875d-aabe6573f0b3,2,0,[],1773618328865,1773618328033,94
35af395e-5574-4255-bc95-b52fddd32556,2,0,[],1773618327995,1773618326991,93
511b9a9f-712c-43a5-bbc2-71ee3dcf4913,2,0,[],1773618326952,1773618325940,92
09a4b28e-1a01-4cc4-9c0f-984c35179ea9,2,0,[],1773618325901,1773618324872,91
cf9239ba-57da-4678-bd9f-b3fb3a78ac60,2,0,[],1773618324834,1773618324011,90
2420e6e0-5e2f-4dab-998c-a50b382c89cf,2,0,[],1773618323970,1773618320675,89
29dba124-7a7b-4bd9-b63c-17e037395c98,2,0,[],1773618320642,1773618320032,88
